_RAJ2000	_DEJ2000	_V	TYC1	TYC2	TYC3	RAJ2000	DEJ2000	VTmag	BTmag	r_SpType	Dist	Teff	SpType	recno
313.1871016900	+46.1131978700	VizieR	3575	2944	1	313.18710169	+46.11319787	8.799	9.712	j64	0.197	5570	G8V	128565
314.2273426500	+45.3241647200	VizieR	3575	2946	1	314.22734265	+45.32416472	8.311	9.515	ppN	0.345	4750	K0	128566
314.4266809800	+45.4731382700	VizieR	3575	2986	1	314.42668098	+45.47313827	9.029	9.420	j64	0.133	8510	A5IB	128568
313.2080902100	+45.8487607200	VizieR	3575	3251	1	313.20809021	+45.84876072	9.626	9.935	ppN	0.065	7200	F0	128569
313.4233592700	+46.0448548500	VizieR	3575	3304	1	313.42335927	+46.04485485	10.223	12.471	ppN	0.175	3950	K	128570
313.7880132600	+46.3501534900	VizieR	3575	3649	1	313.78801326	+46.35015349	7.097	8.274	j64	0.394	5150	G5II	128572
314.1634577400	+46.3557548800	VizieR	3575	3703	1	314.16345774	+46.35575488	10.098	10.363	j64	0.018	24000	B1IV	128573
314.6041210700	+46.6040992700	VizieR	3575	3836	1	314.60412107	+46.60409927	7.507	7.991	j64	0.520	6440	F6V	128574
313.8477687900	+45.9940006000	VizieR	3575	4026	1	313.84776879	+45.99400060	10.055	12.074	ppN	0.089	3950	K	128576
313.2391549900	+45.6880442400	VizieR	3575	4179	1	313.23915499	+45.68804424	9.055	9.151	ppN	0.029	9520	A0	128578
314.7277234200	+46.2525265400	VizieR	3575	4300	1	314.72772342	+46.25252654	7.063	7.270	j64	0.312	8200	A5V	128580
313.8563291600	+45.9967162700	VizieR	3575	4326	1	313.85632916	+45.99671627	11.360	11.822	ppN	0.490	5150	G	128581
314.4319707300	+46.0104360100	VizieR	3575	4476	1	314.43197073	+46.01043601	8.385	8.832	j64	0.203	7350	F2IB	128582
314.9299442500	+45.9607468200	VizieR	3575	4617	1	314.92994425	+45.96074682	8.746	9.799	ppN	0.175	4750	K0	128584
313.9490688100	+46.2530599700	VizieR	3575	4714	1	313.94906881	+46.25305997	9.917	10.026	ppN	0.511	9520	A0	128585
313.4603453400	+46.0046312000	VizieR	3575	4725	1	313.46034534	+46.00463120	8.358	8.960	j64	0.668	6030	G0V	128586
314.9297506000	+46.2673153300	VizieR	3575	4846	1	314.92975060	+46.26731533	9.856	11.656	ppN	0.081	4750	K0	128588
314.3175655400	+45.9435970900	VizieR	3575	5004	1	314.31756554	+45.94359709	9.608	10.106	j64	0.113	6440	F6V	128590
314.0447928700	+46.2489990700	VizieR	3575	5254	1	314.04479287	+46.24899907	9.686	10.105	ppN	0.145	9520	A0	128592
314.7704518600	+46.4396238000	VizieR	3575	5403	1	314.77045186	+46.43962380	7.807	9.056	j64	0.023	4750	K0III	128594
314.6379115600	+46.8253465900	VizieR	3575	5486	1	314.63791156	+46.82534659	8.689	8.915	j64	0.047	8720	A3V	128596
314.1007309700	+46.7612955900	VizieR	3575	5583	1	314.10073097	+46.76129559	9.371	11.032	ppN	0.097	4750	K0	128598
314.9360317900	+46.8185394000	VizieR	3575	5639	1	314.93603179	+46.81853940	8.490	8.657	j64	0.224	8100	A5III	128599
312.9620489400	+45.2738046600	VizieR	3575	5900	1	312.96204894	+45.27380466	9.228	9.403	k83	0.065	8200	A M:	128600
313.6887519900	+45.1362727800	VizieR	3575	5926	1	313.68875199	+45.13627278	7.826	7.724	j64	0.059	9730	A0IB:	128601
313.8317214300	+45.2762782800	VizieR	3575	6233	1	313.83172143	+45.27627828	8.671	8.712	j64	0.081	9230	A1V	128603
313.3812812700	+45.1547611500	VizieR	3575	6253	1	313.38128127	+45.15476115	8.045	8.075	j64	0.214	9230	A1V	128604
314.6063143500	+45.1497437300	VizieR	3575	6263	1	314.60631435	+45.14974373	9.286	9.560	j64	0.039	24000	B1IV	128605
313.3273636600	+45.1816740700	VizieR	3575	6350	1	313.32736366	+45.18167407	5.583	6.854	j64	0.078	4900	G8III	128606
314.2782827400	+45.0572268400	VizieR	3575	6452	1	314.27828274	+45.05722684	9.346	10.023	j64	0.718	6200	F8V	128607
312.9999297900	+45.1068540800	VizieR	3575	6457	1	312.99992979	+45.10685408	9.470	9.866	ppN	0.177	7200	F0	128608
314.9923424100	+45.2358366300	VizieR	3575	6473	1	314.99234241	+45.23583663	9.362	9.755	ppN	0.318	6890	F2	128609
313.7799122900	+45.0987424000	VizieR	3575	6483	1	313.77991229	+45.09874240	10.398	11.653	ppN	0.855	6200	F8	128610
313.5247433900	+45.1101458000	VizieR	3575	6505	1	313.52474339	+45.11014580	7.344	7.314	j64	0.012	12400	B8II	128611
312.8344487400	+45.0458586400	VizieR	3575	6534	1	312.83444874	+45.04585864	8.970	10.613	j64	0.028	4420	K2II	128612
314.5124010500	+45.0325894100	VizieR	3575	6569	1	314.51240105	+45.03258941	8.683	9.106	ppN	0.406	6200	F8	128613
317.3942043000	+45.7384884100	VizieR	3588	78	1	317.39420430	+45.73848841	7.641	7.632	k83	0.016	22000	B 2 V	129171
315.8712770500	+45.7917088500	VizieR	3588	106	1	315.87127705	+45.79170885	9.208	9.177	j64	0.066	11900	B8V	129172
316.7759107300	+46.2867167100	VizieR	3588	499	1	316.77591073	+46.28671671	9.693	10.335	j64	0.247	13000	B7V	129173
315.5174071600	+45.3499245100	VizieR	3588	581	1	315.51740716	+45.34992451	10.803	11.481	ppN	0.249	6200	F8	129174
315.6903644800	+46.3216861800	VizieR	3588	991	1	315.69036448	+46.32168618	9.132	9.265	j64	0.026	9230	A1IB	129175
317.7736379900	+45.7333673900	VizieR	3588	1030	1	317.77363799	+45.73336739	10.913	12.645	ppN	0.077	3650	M0	129176
315.3269518200	+45.8043608500	VizieR	3588	1426	1	315.32695182	+45.80436085	9.756	11.043	ppN	0.168	4750	K0	129177
317.3092637400	+46.3230356900	VizieR	3588	2371	1	317.30926374	+46.32303569	9.250	9.278	ppN	0.055	9520	A0	129178
316.3229939200	+45.7719241100	VizieR	3588	2550	1	316.32299392	+45.77192411	9.555	9.978	j64	0.260	8600	A4III	129179
316.8534127000	+45.7292485700	VizieR	3588	3230	1	316.85341270	+45.72924857	9.804	10.079	j64	0.130	8100	A6III	129180
317.4434167100	+46.3937558400	VizieR	3588	3255	1	317.44341671	+46.39375584	8.423	8.562	j64	0.234	17100	B3IV	129181
316.6351124900	+45.8586229200	VizieR	3588	3266	1	316.63511249	+45.85862292	9.639	10.205	j64	0.067	13600	B5IAB	129182
317.3801659900	+46.8126929000	VizieR	3588	3800	1	317.38016599	+46.81269290	9.180	9.332	k83	0.145	8200	A M	129183
315.9741524100	+46.3305308500	VizieR	3588	4247	1	315.97415241	+46.33053085	7.802	7.798	j64	0.016	24000	B1IV:P	129184
316.1168720600	+46.0485882300	VizieR	3588	4338	1	316.11687206	+46.04858823	8.009	9.251	j64	0.050	4900	G8III	129185
316.3283341500	+46.3241537700	VizieR	3588	4343	1	316.32833415	+46.32415377	9.413	10.788	ppN	0.660	4750	K0	129186
315.9101990900	+45.3679403900	VizieR	3588	4573	1	315.91019909	+45.36794039	7.859	7.786	ppN	0.089	9520	A0	129187
316.4510726600	+46.0979603600	VizieR	3588	4954	1	316.45107266	+46.09796036	9.343	10.952	ppN	0.006	4750	K0	129188
315.2196689300	+46.3831006000	VizieR	3588	5639	1	315.21966893	+46.38310060	8.572	8.753	k83	0.069	8970	A 2 V	129189
317.5786327200	+45.5602000000	VizieR	3588	5757	1	317.57863272	+45.56020000	8.814	8.719	ppN	0.017	10500	B9	129190
317.8013497400	+45.5254001500	VizieR	3588	5808	1	317.80134974	+45.52540015	11.158	11.669	k83	0.017	18500	B 2 IB	129191
316.8503149900	+46.0906642200	VizieR	3588	6106	1	316.85031499	+46.09066422	9.540	9.757	ppN	0.053	9520	A0	129192
316.2674567100	+46.0404242300	VizieR	3588	6238	1	316.26745671	+46.04042423	9.566	9.702	j64	0.053	9080	A2IB	129193
316.7186982300	+45.6755444900	VizieR	3588	6291	1	316.71869823	+45.67554449	7.313	7.936	j64	0.094	6890	F4V	129194
316.3068525200	+46.4182236400	VizieR	3588	6356	1	316.30685252	+46.41822364	10.590	11.025	ppN	0.024	9520	A0	129195
317.2674758700	+45.9867275800	VizieR	3588	6451	1	317.26747587	+45.98672758	8.925	9.415	ppN	0.227	6440	F5	129196
316.4540938900	+45.6845290900	VizieR	3588	6456	1	316.45409389	+45.68452909	9.445	9.959	ppN	0.345	6890	F2	129197
315.0020543500	+45.9585075500	VizieR	3588	6484	1	315.00205435	+45.95850755	8.805	10.520	ppN	0.048	4420	K2	129198
317.6951973000	+46.0391075500	VizieR	3588	6508	1	317.69519730	+46.03910755	9.742	10.234	ppN	0.067	7200	F0	129199
317.0526403600	+45.7000783900	VizieR	3588	6783	1	317.05264036	+45.70007839	9.895	10.287	ppN	0.145	6890	F2	129200
316.0201671400	+45.3901050000	VizieR	3588	6822	1	316.02016714	+45.39010500	9.319	10.559	ppN	0.290	4750	K0	129201
316.4871252900	+45.7176034500	VizieR	3588	7044	1	316.48712529	+45.71760345	8.507	8.532	j64	0.105	10500	B9,5V	129202
316.7782382600	+45.3640846500	VizieR	3588	7089	1	316.77823826	+45.36408465	9.592	9.850	ppN	0.041	9520	A0	129203
315.7183926800	+46.0213580600	VizieR	3588	7186	1	315.71839268	+46.02135806	9.610	9.676	ppN	0.077	9520	A0	129204
317.0216714300	+46.4401838600	VizieR	3588	7315	1	317.02167143	+46.44018386	8.407	9.400	j64	0.133	4750	K0II	129205
317.7089537800	+46.0998808900	VizieR	3588	7384	1	317.70895378	+46.09988089	8.533	8.925	j64	0.097	8200	AM	129206
317.4294944800	+46.1586677600	VizieR	3588	7484	1	317.42949448	+46.15866776	7.653	8.188	ppN	0.223	6030	G0	129207
316.0758967700	+46.5313337600	VizieR	3588	7713	1	316.07589677	+46.53133376	8.642	8.730	ppN	0.032	11900	B8	129208
317.5600213100	+46.0448604500	VizieR	3588	7882	1	317.56002131	+46.04486045	10.413	11.022	ppN	0.145	6200	F8	129209
316.8309273200	+45.9292793400	VizieR	3588	7906	1	316.83092732	+45.92927934	8.637	8.581	ppN	0.028	9520	A0	129210
315.2233364400	+46.1798427300	VizieR	3588	8028	1	315.22333644	+46.17984273	9.988	10.306	ppN	0.061	8970	A2	129211
317.1889761100	+46.1685666200	VizieR	3588	8190	1	317.18897611	+46.16856662	9.114	10.313	ppN	0.082	9520	A0	129212
315.7649338200	+46.0063097400	VizieR	3588	8194	1	315.76493382	+46.00630974	10.100	10.728	ppN	0.132	6030	G0	129213
316.2722606600	+46.5473614100	VizieR	3588	8297	1	316.27226066	+46.54736141	8.258	10.472	j64	0.039	4250	K2IB	129214
315.2076872300	+46.5785573900	VizieR	3588	8345	1	315.20768723	+46.57855739	7.371	7.254	j64	0.017	15400	B5V	129215
316.8155423500	+46.1771629300	VizieR	3588	8830	1	316.81554235	+46.17716293	8.856	10.089	ppN	0.113	4750	K0	129216
315.4550124900	+46.5681287700	VizieR	3588	8959	1	315.45501249	+46.56812877	8.736	9.824	j64	0.054	4900	G8III	129217
316.7148261600	+46.2308762600	VizieR	3588	8974	1	316.71482616	+46.23087626	9.467	9.513	ppN	0.020	9520	A0	129218
316.0883788100	+46.5181778000	VizieR	3588	9299	1	316.08837881	+46.51817780	9.330	9.335	ppN	0.047	11900	B8	129219
315.0329523900	+46.6537420900	VizieR	3588	9693	1	315.03295239	+46.65374209	10.201	10.371	ppN	0.070	8970	A2	129220
315.7540289100	+46.0334714800	VizieR	3588	9736	1	315.75402891	+46.03347148	9.387	10.823	ppN	0.132	4750	K0	129221
317.0525423200	+46.0824204200	VizieR	3588	9748	1	317.05254232	+46.08242042	10.467	10.528	ppN	0.036	9520	A0	129222
315.1425296700	+46.2471930000	VizieR	3588	9846	1	315.14252967	+46.24719300	10.085	10.267	j64	0.037	18700	B3V	129223
319.7526847500	+45.8962228500	VizieR	3589	171	1	319.75268475	+45.89622285	9.902	10.100	ppN	0.097	8970	A2	129226
318.0529587600	+45.3031025300	VizieR	3589	202	1	318.05295876	+45.30310253	8.703	9.956	ppN	0.211	4750	K0	129227
318.2834600500	+46.7820012100	VizieR	3589	393	1	318.28346005	+46.78200121	8.010	8.488	ppN	0.081	6890	F2	129228
319.1322378800	+45.9077374900	VizieR	3589	443	1	319.13223788	+45.90773749	10.212	10.338	ppN	0.012	11900	B8	129229
318.9544470600	+45.8968699300	VizieR	3589	1059	1	318.95444706	+45.89686993	10.797	11.757	ppN	0.092	3950	K	129232
318.8215444300	+45.9392579700	VizieR	3589	1131	1	318.82154443	+45.93925797	9.109	9.240	ppN	0.132	8970	A2	129233
318.9665533700	+46.4064249200	VizieR	3589	1148	1	318.96655337	+46.40642492	9.499	9.745	ppN	0.023	8970	A2	129234
318.3255858000	+46.7762617400	VizieR	3589	1325	1	318.32558580	+46.77626174	8.679	9.933	ppN	0.424	6440	F5	129235
318.6534212800	+46.7794765900	VizieR	3589	1589	1	318.65342128	+46.77947659	9.229	9.967	ppN	0.228	6030	G0	129237
319.2378504400	+45.9086070600	VizieR	3589	1711	1	319.23785044	+45.90860706	9.579	11.165	ppN	0.072	4750	K0	129238
317.9961320700	+46.7893770600	VizieR	3589	1737	1	317.99613207	+46.78937706	9.082	9.263	ppN	0.084	8970	A2	129239
318.9275346200	+46.4323658000	VizieR	3589	2292	1	318.92753462	+46.43236580	9.688	10.143	ppN	0.094	6440	F5	129242
319.3358306100	+46.0736883800	VizieR	3589	2372	1	319.33583061	+46.07368838	8.293	8.301	ppN	0.076	10500	B9	129243
317.8433180800	+45.4964908500	VizieR	3589	2446	1	317.84331808	+45.49649085	9.457	9.582	j64	0.044	15000	B5III	129244
318.0813298400	+46.4660161000	VizieR	3589	2742	1	318.08132984	+46.46601610	10.133	10.948	ppN	0.890	5150	G5	129245
317.9087711800	+46.5372134600	VizieR	3589	2907	1	317.90877118	+46.53721346	9.450	10.044	ppN	0.076	6030	G0	129246
318.4332671500	+45.5370445900	VizieR	3589	3520	1	318.43326715	+45.53704459	7.683	9.385	ppN	0.284	3950	K5	129249
318.8556485600	+46.4202329300	VizieR	3589	3786	1	318.85564856	+46.42023293	8.096	9.735	ppN	0.123	2800	M5	129250
318.1190820600	+46.5426341700	VizieR	3589	3813	1	318.11908206	+46.54263417	8.980	9.058	ppN	0.084	9520	A0	129251
319.6402183600	+45.4495448100	VizieR	3589	3844	1	319.64021836	+45.44954481	8.855	9.084	ppN	0.011	9520	A0	129252
318.1747858400	+46.2271002300	VizieR	3589	3857	1	318.17478584	+46.22710023	9.317	9.539	ppN	0.037	11900	B8	129253
318.1140904200	+46.5256730300	VizieR	3589	4035	1	318.11409042	+46.52567303	9.721	10.907	ppN	0.107	9520	A0	129254
318.9913013600	+45.7316348300	VizieR	3589	4057	1	318.99130136	+45.73163483	7.821	7.794	ppN	0.028	10500	B9	129255
318.4897830600	+46.2654510100	VizieR	3589	4082	1	318.48978306	+46.26545101	8.493	10.725	ppN	0.038	3950	K5	129256
318.2350936600	+46.2680759900	VizieR	3589	4322	1	318.23509366	+46.26807599	9.391	9.754	ppN	0.111	8200	A5	129258
320.1370835100	+45.4675087100	VizieR	3589	4843	1	320.13708351	+45.46750871	9.205	10.339	ppN	0.054	6440	F5	129259
318.2246158100	+45.7705901900	VizieR	3589	4918	1	318.22461581	+45.77059019	9.412	9.536	ppN	0.036	9520	A0	129260
319.0432550300	+46.2772538300	VizieR	3589	5004	1	319.04325503	+46.27725383	10.247	10.664	ppN	0.222	6440	F5	129261
318.0289158700	+45.7034975000	VizieR	3589	5067	1	318.02891587	+45.70349750	7.795	7.706	ppN	0.044	11900	B8	129262
318.0114450400	+45.4928620800	VizieR	3589	5157	1	318.01144504	+45.49286208	9.108	9.032	ppN	0.052	11900	B8	129263
318.7984200900	+46.3197336400	VizieR	3589	5310	1	318.79842009	+46.31973364	9.932	10.131	ppN	0.071	11900	B8	129264
318.7815800000	+45.6074685300	VizieR	3589	5385	1	318.78158000	+45.60746853	9.569	9.693	ppN	0.090	8970	A2	129265
320.0599848200	+45.6732633000	VizieR	3589	5473	1	320.05998482	+45.67326330	9.917	10.326	ppN	0.087	6890	F2	129266
318.1555256900	+45.7951389000	VizieR	3589	5478	1	318.15552569	+45.79513890	8.620	8.579	ppN	0.035	11900	B8	129267
319.3385720700	+45.7080423000	VizieR	3589	5632	1	319.33857207	+45.70804230	9.744	11.693	ppN	0.603	2600	M8	129268
318.1222829500	+45.8600243200	VizieR	3589	5789	1	318.12228295	+45.86002432	7.928	9.102	ppN	0.093	5150	G5	129269
319.9413532700	+45.7978832500	VizieR	3589	6073	1	319.94135327	+45.79788325	9.446	9.732	ppN	0.096	8970	A2	129270
320.0335133500	+45.0569201900	VizieR	3589	6337	1	320.03351335	+45.05692019	9.102	9.102	ppN	0.022	8970	A2	129272
317.8148166900	+45.6742257800	VizieR	3589	6516	1	317.81481669	+45.67422578	6.714	7.093	ppN	0.041	9520	A0	129274
318.4004255300	+45.1687587900	VizieR	3589	6583	1	318.40042553	+45.16875879	7.423	8.420	j64	0.055	5150	G5II-III	129275
318.4244067900	+45.6114556600	VizieR	3589	6890	1	318.42440679	+45.61145566	7.469	7.365	j64	0.023	25400	B1V	129276
319.2634067900	+45.1024705400	VizieR	3589	7117	1	319.26340679	+45.10247054	9.585	9.668	ppN	0.002	9520	A0	129277
318.4521727800	+45.2470768100	VizieR	3589	7392	1	318.45217278	+45.24707681	9.390	9.399	ppN	0.069	9520	A0	129278
318.8744561900	+46.6232755000	VizieR	3589	7762	1	318.87445619	+46.62327550	9.738	9.840	ppN	0.022	11900	B8	129285
315.3667832000	+47.2055237000	VizieR	3592	793	1	315.36678320	+47.20552370	8.936	8.999	j64	0.085	9520	A0P	129398
317.5033942800	+46.9629499700	VizieR	3592	1100	1	317.50339428	+46.96294997	9.309	9.455	ppN	0.034	11900	B8	129401
315.7699322600	+47.1735028200	VizieR	3592	1265	1	315.76993226	+47.17350282	9.460	9.586	j64	0.039	9520	A0V	129403
316.8202046600	+47.2403959200	VizieR	3592	1341	1	316.82020466	+47.24039592	9.700	10.456	ppN	0.043	7200	F0	129404
316.5151871000	+47.1734902700	VizieR	3592	2117	1	316.51518710	+47.17349027	9.318	11.640	ppN	0.039	3950	K	129410
316.8488761200	+46.9124104500	VizieR	3592	2203	1	316.84887612	+46.91241045	10.496	10.678	ppN	0.033	11900	B8	129411
316.4472805200	+46.9962921900	VizieR	3592	2488	1	316.44728052	+46.99629219	9.402	9.920	ppN	0.124	6440	F5	129414
316.5221753200	+47.2094166100	VizieR	3592	2714	1	316.52217532	+47.20941661	10.392	10.440	ppN	0.354	15400	B5	129415
316.8487817400	+47.2775135000	VizieR	3592	3203	1	316.84878174	+47.27751350	7.252	7.234	j64	0.110	11900	B8V	129420
317.1234434200	+47.2570433300	VizieR	3592	4016	1	317.12344342	+47.25704333	7.877	7.815	j64	0.036	30000	B0V	129423
316.1572702400	+47.0863673000	VizieR	3592	4138	1	316.15727024	+47.08636730	10.081	10.343	k83	0.091	9520	A 0 V	129424
315.6062799600	+47.0847178000	VizieR	3592	4390	1	315.60627996	+47.08471780	9.542	10.814	ppN	0.454	4750	K0	129425
315.1977105700	+47.0919581900	VizieR	3592	4789	1	315.19771057	+47.09195819	9.442	9.401	j64	0.065	9520	A0V	129428
315.8856178600	+46.9800006100	VizieR	3592	4906	1	315.88561786	+46.98000061	9.320	9.400	j64	0.020	11000	B9,5IV	129429
316.4086959900	+47.1170031700	VizieR	3592	5563	1	316.40869599	+47.11700317	9.636	9.730	ppN	0.628	11900	B8	129435
315.4892473900	+47.0194145000	VizieR	3592	6130	1	315.48924739	+47.01941450	7.787	7.868	j64	0.242	9480	A1IV	129439
315.9625018300	+47.1062335100	VizieR	3592	6487	1	315.96250183	+47.10623351	9.555	9.690	ppN	0.478	8970	A2	129443
316.3991213200	+46.9632677200	VizieR	3592	6577	1	316.39912132	+46.96326772	7.739	9.798	j64	0.051	4250	K2(IB)	129445
316.2400693700	+47.1469884000	VizieR	3592	6712	1	316.24006937	+47.14698840	7.896	9.952	j64	0.612	4250	K2IB	129446
318.2597673000	+46.9462327500	VizieR	3593	347	1	318.25976730	+46.94623275	7.957	7.970	ppN	0.015	9520	A0	129456
318.3346979700	+46.9153973300	VizieR	3593	2963	1	318.33469797	+46.91539733	8.350	8.631	ppN	0.129	7200	F0	129476
